word_in_text	frame	cn	frame0	frame1	frame2
shoot	Behind_the_scenes	2	Performing_arts	Behind_the_scenes	
united	Amalgamation	2	Reciprocality	Amalgamation	
take	Taking_time	13	Attributes	Gradable_attributes	Taking_time
inhales	Breathing	3	Event	Motion	Fluidic_motion
reduced	Cause_change_of_position_on_a_scale	17	Event	Objective_influence	Transitive_action
exalted	Judgment	1	State	Emotions	Judgment
massage	Manipulation	11	Event	Intentionally_act	Manipulation
stumble	Self_motion	6	Event	Motion	Self_motion
skirmished	Hostile_encounter	1	Event	Intentionally_act	Hostile_encounter
praises	Judgment_communication	6	Statement	Judgment_communication	
confront	Confronting_problem	4	Event	Intentionally_act	Confronting_problem
behind	Abandonment	1	Event	Objective_influence	Transitive_action
awaits	Expectation	1	Mental_activity	Awareness	Expectation
look	Give_impression	29	Perception	Give_impression	
pull	Experience_bodily_harm	2	Event	Experience_bodily_harm	
opting	Choosing	3	Deciding	Choosing	
realising	Coming_to_believe	1	Event	Coming_to_believe	
write	Text_creation	26	Event	Objective_influence	Transitive_action
identified	Verification	10	Scrutiny	Verification	
guffawed	Make_noise	9	Perception	Make_noise	
deliberating	Jury_deliberation	7	Reciprocality	Chatting	Discussion
required	Being_necessary	1	Being_necessary		
wearing	Wearing	35	Entity	Artifact	Clothing
rule	Legal_rulings	1	Event	Intentionally_act	Legal_rulings
blew	Motion	12	Event	Motion	
unfastened	Closure	5	Event	Objective_influence	Transitive_action
crowd	Filling	2	Event	Objective_influence	Transitive_action
snatching	Kidnapping	2	Event	Misdeed	Committing_crime
close	Closure	1	Event	Objective_influence	Transitive_action
writes	Statement	9	Event	Objective_influence	Transitive_action
got	Possession	9	Possession		
double-checked	Inspecting	2	Scrutiny	Scrutinizing_for	Inspecting
said	Communication	19	Event	Objective_influence	Transitive_action
claiming	Statement	4	Event	Objective_influence	Transitive_action
negotiates	Discussion	2	Reciprocality	Chatting	Discussion
pushed	Subjective_influence	2	Event	Intentionally_act	Subjective_influence
suspects	Awareness	1	Mental_activity	Awareness	
deal	Resolve_problem	40	Event	Intentionally_act	Resolve_problem
ended	Process_end	43	Event	Process_end	
chained	Attaching	17	Event	Objective_influence	Transitive_action
struck	Light_movement	3	Event	Motion	Light_movement
winning	Win_prize	8	Win_prize		
rape	Rape	8	Event	Misdeed	Committing_crime
peruses	Scrutiny	2	Perception	Perception_active	Scrutiny
stuck	Becoming_attached	3	Event	Transition_to_state	Becoming
launch	Shoot_projectiles	8	Event	Objective_influence	Transitive_action
broke	Wealthiness	1	Attributes	Gradable_attributes	Wealthiness
created	Cause_to_start	13	Event	Eventive_affecting	Causation
load	Placing	12	Event	Objective_influence	Transitive_action
adorn	Distributed_position	7	Relation	Basis_for_attribute	Locative_relation
get	Bringing	2	Event	Objective_influence	Transitive_action
cutting	Intentional_traversing	3	Event	Traversing	Intentional_traversing
pedalled	Operate_vehicle	20	Event	Objective_influence	Transitive_action
influence	Talking_into	2	Event	Objective_influence	Transitive_action
woo	Forming_relationships	9	Event	Intentionally_act	Forming_relationships
know	Telling	2	Statement	Telling	
shutting	Change_operational_state	1	Event	Objective_influence	Transitive_action
burning	Fire_burning	12	Fire_burning		
tried	Try_defendant	25	Try_defendant		
crying	Communication_noise	2	Event	Objective_influence	Transitive_action
working	Employment_scenario	1	Employment_scenario		
influence	Subjective_influence	7	Event	Intentionally_act	Subjective_influence
fainted	Fall_asleep	2	Fall_asleep		
induce	Causation	4	Event	Eventive_affecting	Causation
scan	Reading_perception	5	Reading_activity	Reading_perception	
finish	Activity_finish	13	Event	Process_end	Activity_finish
opts	Choosing	2	Deciding	Choosing	
brushing	Filling	1	Event	Objective_influence	Transitive_action
mocked	Judgment	26	State	Emotions	Judgment
rummaged	Scouring	23	Scrutiny	Scrutinizing_for	Scouring
excise	Removing	1	Event	Objective_influence	Transitive_action
lay	Giving_birth	6	Giving_birth		
embedding	Placing	7	Event	Objective_influence	Transitive_action
spewed	Fluidic_motion	3	Event	Motion	Fluidic_motion
romped	Self_motion	12	Event	Motion	Self_motion
substituting	Replacing	8	Event	Objective_influence	Transitive_action
grumbling	Complaining	2	Statement	Complaining	
investigate	Scrutiny	6	Perception	Perception_active	Scrutiny
mummified	Preserving	7	Event	Objective_influence	Transitive_action
recollected	Memory	10	Event	Eventive_affecting	Memory
succeeded	Success_or_failure	52	Success_or_failure		
gnashing	Body_movement	2	Being_included	Part_piece	Part_whole
thrill	Experiencer_obj	3	State	Emotions	Experiencer_obj
veered	Change_direction	14	Event	Motion	Change_direction
ate	Ingestion	9	Event	Intentionally_act	Ingest_substance
accompany	Cotheme	16	Event	Motion	Self_motion
curing	Cure	2	Event	Objective_influence	Transitive_action
adorns	Distributed_position	7	Relation	Basis_for_attribute	Locative_relation
decking	Distributed_position	1	Relation	Basis_for_attribute	Locative_relation
shrugs	Body_movement	1	Being_included	Part_piece	Part_whole
gave	Evading	1	Event	Intentionally_act	Avoiding
replaced	Take_place_of	34	Take_place_of		
told	Statement	13	Event	Objective_influence	Transitive_action
increase	Cause_change_of_position_on_a_scale	38	Event	Objective_influence	Transitive_action
borrowing	Borrowing	3	Event	Getting	Receiving
examined	Inspecting	24	Scrutiny	Scrutinizing_for	Inspecting
started	Process_start	24	Event	Process_start	
frolic	Self_motion	3	Event	Motion	Self_motion
ruminates	Cogitation	2	Mental_activity	Cogitation	
paint	Filling	6	Event	Objective_influence	Transitive_action
documented	Recording	11	Statement	Recording	
word	Encoding	2	Event	Objective_influence	Transitive_action
buying	Commerce_buy	21	Event	Getting	Commerce_buy
lift	Body_movement	7	Being_included	Part_piece	Part_whole
let	Preventing_or_letting	15	Event	Preventing_or_letting	
slurping	Ingestion	1	Event	Intentionally_act	Ingest_substance
sanction	Deny_or_grant_permission	5	Event	Objective_influence	Transitive_action
exported	Exporting	24	Event	Eventive_affecting	Lose_possession
come	Resurrection	3	State	Dead_or_alive	Resurrection
renouncing	Renunciation	3	Statement	Renunciation	
bustling	Self_motion	12	Event	Motion	Self_motion
reiterate	Statement	5	Event	Objective_influence	Transitive_action
antagonized	Experiencer_obj	1	State	Emotions	Experiencer_obj
detonated	Explosion	25	Event	Eventive_affecting	Explosion
dragging	Cause_motion	9	Event	Objective_influence	Transitive_action
tickled	Perception_body	1	Perception	Perception_experience	Perception_body
pickle	Predicament	1	State	State_of_entity	Predicament
covered	Distributed_position	16	Relation	Basis_for_attribute	Locative_relation
tolled	Make_noise	9	Perception	Make_noise	
devastated	Experiencer_obj	23	State	Emotions	Experiencer_obj
dissuaded	Suasion	10	Statement	Telling	Suasion
billeted	Placing	20	Event	Objective_influence	Transitive_action
herd	Gathering_up	1	Event	Objective_influence	Transitive_action
bang	Cause_impact	1	Event	Objective_influence	Transitive_action
accept	Respond_to_proposal	2	Event	Eventive_affecting	Response
denude	Emptying	1	Event	Objective_influence	Transitive_action
explains	Statement	4	Event	Objective_influence	Transitive_action
rehearsed	Practice	25	Event	Intentionally_act	Practice
arguing	Reciprocality	1	Reciprocality		
aged	Aging	3	Event	Eventive_affecting	Aging
smells	Give_impression	21	Perception	Give_impression	
dropped	Change_posture	1	Event	Intentionally_act	Change_posture
pretended	Feigning	12	Conduct	Feigning	
disdains	Judgment	2	State	Emotions	Judgment
cut	Change_event_duration	6	Event	Objective_influence	Transitive_action
pressing	Attempt_suasion	6	Event	Intentionally_act	Attempt
troop	Self_motion	4	Event	Motion	Self_motion
maddening	Experiencer_obj	1	State	Emotions	Experiencer_obj
relating	Statement	1	Event	Objective_influence	Transitive_action
ran	Practice	2	Event	Intentionally_act	Practice
butter	Filling	3	Event	Objective_influence	Transitive_action
fumbling	Manipulation	1	Event	Intentionally_act	Manipulation
wager	Wagering	11	Attributes	Gradable_attributes	Likelihood
acquiesced	Giving_in	3	Taking_sides	Giving_in	
spurted	Fluidic_motion	8	Event	Motion	Fluidic_motion
cut	Experience_bodily_harm	27	Event	Experience_bodily_harm	
crested	Arriving	3	Event	Eventive_affecting	Arriving
unloaded	Removing	14	Event	Objective_influence	Transitive_action
phoned	Contacting	94	Event	Intentionally_act	Contacting
grabbed	Manipulation	55	Event	Intentionally_act	Manipulation
heated	Cause_temperature_change	28	Event	Objective_influence	Transitive_action
rivalled	Evaluative_comparison	9	Attributes	Gradable_attributes	Position_on_a_scale
babbles	Communication_manner	2	Event	Objective_influence	Transitive_action
implanting	Placing	5	Event	Objective_influence	Transitive_action
secretes	Emitting	7	Emitting		
admire	Judgment	42	State	Emotions	Judgment
drop	Drop_in_on	1	Event	Eventive_affecting	Arriving
hindered	Hindering	16	Event	Hindering	
curdle	Cause_change_of_consistency	2	Event	Objective_influence	Transitive_action
turned	Turning_out	1	Event	Coming_to_believe	Turning_out
enclosing	Placing	2	Event	Objective_influence	Transitive_action
fleeing	Evading	5	Event	Intentionally_act	Avoiding
losing	Finish_competition	3	Event	Process_end	Activity_finish
descended	Arriving	3	Event	Eventive_affecting	Arriving
board	Board_vehicle	3	Ride_vehicle	Board_vehicle	
ca	Possibility	2	Possibility		
yawning	Body_movement	3	Being_included	Part_piece	Part_whole
overhauled	Reforming_a_system	16	Event	Objective_influence	Transitive_action
recalls	Evoking	5	Memory	Evoking	
crisscross	Traversing	2	Event	Traversing	
forbears	Forgoing	1	Forgoing		
shoot	Use_firearm	1	Event	Objective_influence	Transitive_action
say	Text_creation	15	Event	Objective_influence	Transitive_action
adhered	Compliance	8	Satisfying	Compliance	
donating	Giving	4	Event	Eventive_affecting	Lose_possession
pulling	Ingest_substance	1	Event	Intentionally_act	Ingest_substance
making	Earnings_and_losses	4	Event	Getting	Commerce_collect
waltzes	Self_motion	2	Event	Motion	Self_motion
dropped	Body_movement	21	Being_included	Part_piece	Part_whole
squeaked	Communication_noise	20	Event	Objective_influence	Transitive_action
conceded	Affirm_or_deny	7	Statement	Affirm_or_deny	
gratified	Experiencer_obj	12	State	Emotions	Experiencer_obj
corrode	Corroding_caused	2	Event	Objective_influence	Transitive_action
pretends	Feigning	3	Conduct	Feigning	
launches	Getting_vehicle_underway	1	Getting_vehicle_underway		
neighboured	Adjacency	1	Relation	Basis_for_attribute	Locative_relation
stuck	Placing	7	Event	Objective_influence	Transitive_action
sire	Giving_birth	1	Giving_birth		
flock	Mass_motion	2	Event	Motion	Mass_motion
contributed	Giving	13	Event	Eventive_affecting	Lose_possession
interrupted	Interrupt_process	17	Event	Objective_influence	Transitive_action
wriggled	Self_motion	9	Event	Motion	Self_motion
diminishing	Change_position_on_a_scale	4	Event	Change_position_on_a_scale	
leapt	Self_motion	42	Event	Motion	Self_motion
chooses	Choosing	2	Deciding	Choosing	
burying	Burying	2	Event	Objective_influence	Transitive_action
deprecating	Judgment_communication	3	Statement	Judgment_communication	
impressed	Experiencer_obj	13	State	Emotions	Experiencer_obj
sorts	Differentiation	1	Mental_activity	Differentiation	
congregate	Come_together	1	Event	Come_together	
put	Placing	63	Event	Objective_influence	Transitive_action
swelled	Cause_expansion	2	Event	Objective_influence	Transitive_action
broken	Cause_harm	3	Event	Objective_influence	Transitive_action
undertaken	Attempt	9	Event	Intentionally_act	Attempt
abstained	Forgoing	9	Forgoing		
jumping	Self_motion	6	Event	Motion	Self_motion
plastering	Attaching	2	Event	Objective_influence	Transitive_action
treat	Processing_materials	2	Event	Objective_influence	Transitive_action
squirt	Cause_fluidic_motion	7	Event	Objective_influence	Transitive_action
marking	Sign	2	Evidence	Sign	
congeals	Change_of_consistency	1	Event	Change_of_consistency	
connects	Relating_concepts	2	Cognitive_connection	Relating_concepts	
pelted	Cause_harm	19	Event	Objective_influence	Transitive_action
set	Cause_to_land	1	Event	Eventive_affecting	Arriving
deducing	Coming_to_believe	2	Event	Coming_to_believe	
dye	Processing_materials	1	Event	Objective_influence	Transitive_action
sorting	Differentiation	5	Mental_activity	Differentiation	
proceed	Self_motion	15	Event	Motion	Self_motion
screamed	Make_noise	46	Perception	Make_noise	
strike	Be_in_agreement_on_action	4	Make_agreement_on_action	Be_in_agreement_on_action	
practising	Practice	7	Event	Intentionally_act	Practice
falsifying	Forging	1	Event	Objective_influence	Transitive_action
appeared	Performers_and_roles	1	Performing_arts	Performers_and_roles	
grieved	Experiencer_focus	7	Experiencer_focus		
wrapping	Placing	2	Event	Objective_influence	Transitive_action
baked	Absorb_heat	4	Event	Transition_to_state	Becoming
chilled	Cause_temperature_change	8	Event	Objective_influence	Transitive_action
inhibited	Hindering	18	Event	Hindering	
materialise	Coming_to_be	6	Event	Coming_to_be	
depend	Reliance	14	Contingency	Reliance	
moans	Communication_noise	6	Event	Objective_influence	Transitive_action
accord	Compatibility	7	Attributes	Gradable_attributes	Compatibility
clinked	Impact	8	Impact		
threw	Cause_motion	52	Event	Objective_influence	Transitive_action
sparkles	Location_of_light	1	Attributes	Gradable_attributes	Measurable_attributes
examining	Inspecting	6	Scrutiny	Scrutinizing_for	Inspecting
proceeds	Self_motion	1	Event	Motion	Self_motion
crunch	Impact	2	Impact		
files	Submitting_documents	1	Event	Eventive_affecting	Lose_possession
researching	Research	22	Scrutiny	Research	
knew	Familiarity	6	Attributes	Gradable_attributes	Familiarity
scampers	Self_motion	1	Event	Motion	Self_motion
implores	Request	2	Event	Objective_influence	Transitive_action
convert	Cause_change	4	Event	Objective_influence	Transitive_action
modified	Cause_change	23	Event	Objective_influence	Transitive_action
patrol	Patrolling	20	Scrutiny	Scrutinizing_for	Inspecting
admiring	Perception_active	8	Perception	Perception_active	
offers	Offering	10	Event	Eventive_affecting	Lose_possession
having	Ingestion	1	Event	Intentionally_act	Ingest_substance
gave	Cogitation	1	Mental_activity	Cogitation	
pleading	Request	7	Event	Objective_influence	Transitive_action
hopped	Traversing	9	Event	Traversing	
planned	Purpose	2	Experiencer_focus	Desiring	Purpose
classified	Categorization	24	Instance	Categorization	
drenched	Cause_to_be_wet	4	Event	Objective_influence	Transitive_action
twitter	Communication_noise	1	Event	Objective_influence	Transitive_action
hissed	Make_noise	17	Perception	Make_noise	
contacts	Contacting	1	Event	Intentionally_act	Contacting
crunching	Impact	9	Impact		
dusted	Filling	3	Event	Objective_influence	Transitive_action
acquire	Getting	68	Event	Getting	
take	Bringing	6	Event	Objective_influence	Transitive_action
pushes	Manipulation	1	Event	Intentionally_act	Manipulation
disembark	Disembarking	8	Event	Eventive_affecting	Departing
revenged	Revenge	4	Event	Eventive_affecting	Response
averted	Preventing_or_letting	9	Event	Preventing_or_letting	
handing	Giving	1	Event	Eventive_affecting	Lose_possession
carries	Bringing	4	Event	Objective_influence	Transitive_action
rotate	Cause_to_move_in_place	6	Event	Objective_influence	Transitive_action
hungering	Desiring	1	Experiencer_focus	Desiring	
circled	Motion	10	Event	Motion	
exports	Sending	4	Bringing	Sending	
calming	Experiencer_obj	2	State	Emotions	Experiencer_obj
characterizes	Communicate_categorization	2	Categorization	Communicate_categorization	
burn	Emotion_heat	2	State	Emotions	Emotion_heat
were	Existence	8	State	Existence	
rescuing	Rescuing	1	Event	Objective_influence	Transitive_action
stream	Mass_motion	1	Event	Motion	Mass_motion
ride	Use_vehicle	2	Use_vehicle		
resume	Activity_resume	4	Event	Process_resume	Activity_resume
improvised	Coming_up_with	16	Event	Eventive_affecting	Coming_up_with
throng	Come_together	1	Event	Come_together	
pity	Experiencer_focus	8	Experiencer_focus		
snowing	Precipitation	8	Process	Precipitation	
meld	Amalgamation	3	Reciprocality	Amalgamation	
disabled	Render_nonfunctional	9	Event	Objective_influence	Transitive_action
gobbling	Ingestion	3	Event	Intentionally_act	Ingest_substance
restarted	Cause_to_resume	7	Event	Objective_influence	Transitive_action
mortifies	Experiencer_obj	1	State	Emotions	Experiencer_obj
arose	Coming_to_be	13	Event	Coming_to_be	
soar	Motion	1	Event	Motion	
beget	Giving_birth	2	Giving_birth		
harangues	Judgment_direct_address	1	Judgment_communication	Judgment_direct_address	
fumble	Bungling	2	Event	Intentionally_act	Bungling
frying	Absorb_heat	4	Event	Transition_to_state	Becoming
withdrawing	Withdraw_from_participation	3	Participation	Withdraw_from_participation	
inhaled	Breathing	26	Event	Motion	Fluidic_motion
question	Questioning	16	Event	Objective_influence	Transitive_action
sailing	Self_motion	1	Event	Motion	Self_motion
scuffle	Hostile_encounter	1	Event	Intentionally_act	Hostile_encounter
taught	Education_teaching	12	Event	Objective_influence	Transitive_action
slaughter	Killing	4	Event	Objective_influence	Transitive_action
emitting	Emitting	3	Emitting		
shatter	Cause_to_fragment	1	Event	Objective_influence	Transitive_action
clawed	Manipulation	5	Event	Intentionally_act	Manipulation
coveting	Desiring	1	Experiencer_focus	Desiring	
freed	Breaking_out_captive	4	Event	Objective_influence	Transitive_action
terrorised	Cause_to_experience	4	Event	Objective_influence	Transitive_action
struck	Cause_harm	32	Event	Objective_influence	Transitive_action
hated	Experiencer_focus	37	Experiencer_focus		
linked	Relating_concepts	12	Cognitive_connection	Relating_concepts	
tormented	Cause_to_experience	2	Event	Objective_influence	Transitive_action
clattered	Cause_impact	2	Event	Objective_influence	Transitive_action
barbecued	Apply_heat	2	Process	Activity	Apply_heat
provoke	Cause_to_start	2	Event	Eventive_affecting	Causation
living	Manner_of_life	7	Custom	Manner_of_life	
snorting	Ingest_substance	3	Event	Intentionally_act	Ingest_substance
gotta	Required_event	22	Being_necessary	Required_event	
squirt	Filling	2	Event	Objective_influence	Transitive_action
rejoining	Communication_response	1	Event	Eventive_affecting	Response
deplore	Judgment	8	State	Emotions	Judgment
rationalized	Justifying	7	Event	Objective_influence	Transitive_action
consume	Ingestion	6	Event	Intentionally_act	Ingest_substance
canter	Self_motion	6	Event	Motion	Self_motion
dusted	Placing	2	Event	Objective_influence	Transitive_action
clucking	Communication_noise	2	Event	Objective_influence	Transitive_action
putrefy	Rotting	1	Event	Rotting	
blows	Motion	2	Event	Motion	
soothe	Experiencer_obj	11	State	Emotions	Experiencer_obj
boned	Emptying	1	Event	Objective_influence	Transitive_action
insisting	Statement	7	Event	Objective_influence	Transitive_action
apply	Using	4	Event	Objective_influence	Transitive_action
devours	Ingestion	1	Event	Intentionally_act	Ingest_substance
typecast	Categorization	5	Instance	Categorization	
creating	Intentionally_create	2	Event	Objective_influence	Transitive_action
splatter	Filling	3	Event	Objective_influence	Transitive_action
turned	Undergo_transformation	1	Event	Transition_to_state	Undergo_change
sympathises	Emotion_directed	1	State	Emotions	Emotion_directed
excuse	Forgiveness	4	State	Emotions	Forgiveness
clicked	Motion_noise	6	Event	Motion	Motion_noise
nailed	Attaching	8	Event	Objective_influence	Transitive_action
sift	Scouring	7	Scrutiny	Scrutinizing_for	Scouring
clink	Cause_impact	2	Event	Objective_influence	Transitive_action
runs	Fluidic_motion	1	Event	Motion	Fluidic_motion
summarised	Summarizing	6	Event	Objective_influence	Transitive_action
differentiating	Differentiation	3	Mental_activity	Differentiation	
soften	Change_of_consistency	2	Event	Change_of_consistency	
claims	Claim_ownership	1	Event	Objective_influence	Transitive_action
devours	Reading_perception	1	Reading_activity	Reading_perception	
shooting	Use_firearm	4	Event	Objective_influence	Transitive_action
filleting	Cutting	1	Event	Objective_influence	Transitive_action
rising	Path_shape	9	Relation	Basis_for_attribute	Locative_relation
braying	Make_noise	5	Perception	Make_noise	
stand	Tolerating	1	Experiencer_focus	Tolerating	
assemble	Building	5	Event	Objective_influence	Transitive_action
shit	Excreting	1	Event	Objective_influence	Transitive_action
flushing	Emptying	1	Event	Objective_influence	Transitive_action
entertained	Experiencer_obj	15	State	Emotions	Experiencer_obj
reeked	Give_impression	7	Perception	Give_impression	
sputter	Communication_noise	1	Event	Objective_influence	Transitive_action
look	Perception_active	29	Perception	Perception_active	
rile	Experiencer_obj	2	State	Emotions	Experiencer_obj
evaporates	Cause_change_of_phase	1	Event	Objective_influence	Transitive_action
gaining	Getting	6	Event	Getting	
fracturing	Cause_harm	2	Event	Objective_influence	Transitive_action
smack	Body_movement	1	Being_included	Part_piece	Part_whole
massaged	Cause_bodily_experience	1	Event	Objective_influence	Transitive_action
shaved	Removing	3	Event	Objective_influence	Transitive_action
having	Possession	19	Possession		
masking	Eclipse	1	Perception	Perception_experience	Eclipse
commuted	Commutation	21	Event	Intentionally_act	Clemency
camping	Residence	2	Residence		
lope	Self_motion	2	Event	Motion	Self_motion
divides	Separating	1	Event	Objective_influence	Transitive_action
replacing	Replacing	18	Event	Objective_influence	Transitive_action
caged	Placing	3	Event	Objective_influence	Transitive_action
reading	Reading_activity	28	Reading_activity		
double	Change_position_on_a_scale	9	Event	Change_position_on_a_scale	
prized	Judgment	10	State	Emotions	Judgment
anchored	Attaching	7	Event	Objective_influence	Transitive_action
imbibed	Ingestion	4	Event	Intentionally_act	Ingest_substance
faxed	Communication_means	3	Event	Objective_influence	Transitive_action
beginning	Activity_start	7	Event	Process_start	Activity_start
voiding	Excreting	1	Event	Objective_influence	Transitive_action
left	Causation	5	Event	Eventive_affecting	Causation
puked	Excreting	1	Event	Objective_influence	Transitive_action
trudged	Self_motion	39	Event	Motion	Self_motion
charge	Notification_of_charges	4	Event	Objective_influence	Transitive_action
bet	Wagering	1	Attributes	Gradable_attributes	Likelihood
snowed	Precipitation	1	Process	Precipitation	
tackle	Firefighting	10	Event	Intentionally_act	Hostile_encounter
manipulating	Manipulate_into_doing	2	Event	Objective_influence	Transitive_action
nicknamed	Name_conferral	25	Event	Intentionally_act	Name_conferral
corroded	Corroding_caused	8	Event	Objective_influence	Transitive_action
sprained	Experience_bodily_harm	10	Event	Experience_bodily_harm	
explore	Scrutiny	4	Perception	Perception_active	Scrutiny
tie	Closure	4	Event	Objective_influence	Transitive_action
confesses	Reveal_secret	9	Statement	Reveal_secret	
varnished	Filling	3	Event	Objective_influence	Transitive_action
flogged	Cause_harm	18	Event	Objective_influence	Transitive_action
brushing	Placing	4	Event	Objective_influence	Transitive_action
dominates	Dominate_situation	2	First_rank	Dominate_situation	
rewarding	Rewards_and_punishments	3	Event	Eventive_affecting	Response
befallen	Catastrophe	2	Event	Eventive_affecting	Catastrophe
separated	Becoming_separated	22	Becoming_separated		
spray	Cause_fluidic_motion	5	Event	Objective_influence	Transitive_action
covenants	Commitment	3	Event	Objective_influence	Transitive_action
evade	Avoiding	6	Event	Intentionally_act	Avoiding
ground	Grinding	15	Event	Objective_influence	Transitive_action
rankle	Experiencer_obj	1	State	Emotions	Experiencer_obj
whisked	Self_motion	2	Event	Motion	Self_motion
justifying	Deserving	2	Required_event	Deserving	
kneeled	Body_movement	2	Being_included	Part_piece	Part_whole
skinned	Emptying	6	Event	Objective_influence	Transitive_action
stubbed	Experience_bodily_harm	6	Event	Experience_bodily_harm	
misleading	Prevarication	2	Event	Objective_influence	Transitive_action
decapitated	Killing	5	Event	Objective_influence	Transitive_action
thinking	Awareness	10	Mental_activity	Awareness	
contains	Containing	14	Relation	Basis_for_attribute	Locative_relation
smelt	Perception_experience	14	Perception	Perception_experience	
appraised	Assessing	10	Cogitation	Assessing	
desiccate	Cause_to_be_dry	2	Event	Objective_influence	Transitive_action
stream	Fluidic_motion	2	Event	Motion	Fluidic_motion
bolts	Fleeing	1	Event	Motion	Self_motion
demonstrates	Evidence	5	Evidence		
breaking	Compliance	4	Satisfying	Compliance	
sanctioned	Preventing_or_letting	1	Event	Preventing_or_letting	
shrinks	Cause_expansion	1	Event	Objective_influence	Transitive_action
varnishing	Filling	1	Event	Objective_influence	Transitive_action
wait	Waiting	33	Event	Intentionally_act	Waiting
swear	Commitment	17	Event	Objective_influence	Transitive_action
hooted	Make_noise	17	Perception	Make_noise	
spraying	Fluidic_motion	1	Event	Motion	Fluidic_motion
admits	Reveal_secret	15	Statement	Reveal_secret	
traipsed	Self_motion	8	Event	Motion	Self_motion
unzip	Closure	1	Event	Objective_influence	Transitive_action
clicking	Make_noise	3	Perception	Make_noise	
rolling	Moving_in_place	2	Moving_in_place		
harass	Manipulate_into_doing	1	Event	Objective_influence	Transitive_action
added	Statement	54	Event	Objective_influence	Transitive_action
bullshitting	Prevarication	1	Event	Objective_influence	Transitive_action
soak	Fluidic_motion	3	Event	Motion	Fluidic_motion
crept	Self_motion	48	Event	Motion	Self_motion
moored	Becoming_attached	3	Event	Transition_to_state	Becoming
brawling	Hostile_encounter	3	Event	Intentionally_act	Hostile_encounter
possess	Possession	52	Possession		
squirts	Fluidic_motion	1	Event	Motion	Fluidic_motion
retaliate	Revenge	18	Event	Eventive_affecting	Response
led	Cotheme	58	Event	Motion	Self_motion
raided	Attack	18	Event	Objective_influence	Transitive_action
couched	Encoding	27	Event	Objective_influence	Transitive_action
issuing	Emanating	6	Event	Motion	Emanating
zigzag	Motion	3	Event	Motion	
fallen	Conquering	2	Conquering		
lecture	Speak_on_topic	10	Event	Objective_influence	Transitive_action
pledging	Commitment	4	Event	Objective_influence	Transitive_action
stalk	Cotheme	5	Event	Motion	Self_motion
sprang	Coming_to_be	2	Event	Coming_to_be	
tormenting	Experiencer_obj	1	State	Emotions	Experiencer_obj
blowing	Motion	9	Event	Motion	
creak	Cause_to_make_noise	1	Event	Objective_influence	Transitive_action
staffs	Working_a_post	1	Event	Intentionally_act	Working_a_post
made	Historic_event	2	Event	Eventive_affecting	Historic_event
clumped	Motion_noise	9	Event	Motion	Motion_noise
stretched	Expansion	3	Expansion		
traversed	Traversing	21	Event	Traversing	
awakened	Cause_to_wake	19	Event	Objective_influence	Transitive_action
squash	Reshaping	4	Event	Objective_influence	Transitive_action
hanging	Body_movement	8	Being_included	Part_piece	Part_whole
thundering	Communication_noise	1	Event	Objective_influence	Transitive_action
applied	Using	23	Event	Objective_influence	Transitive_action
supped	Ingestion	1	Event	Intentionally_act	Ingest_substance
rout	Beat_opponent	2	Win_prize	Beat_opponent	
pump	Filling	3	Event	Objective_influence	Transitive_action
glance	Perception_active	3	Perception	Perception_active	
confuse	Experiencer_obj	10	State	Emotions	Experiencer_obj
lumber	Self_motion	10	Event	Motion	Self_motion
soared	Motion	4	Event	Motion	
distinguishing	Differentiation	2	Mental_activity	Differentiation	
torn	Experience_bodily_harm	1	Event	Experience_bodily_harm	
misbehaved	Conduct	6	Event	Intentionally_act	Conduct
gummed	Attaching	4	Event	Objective_influence	Transitive_action
tailing	Cotheme	3	Event	Motion	Self_motion
spoken	Text_creation	2	Event	Objective_influence	Transitive_action
prancing	Self_motion	18	Event	Motion	Self_motion
counterattack	Counterattack	5	Event	Objective_influence	Transitive_action
plummets	Motion_directional	1	Event	Motion	Motion_directional
arrange	Arranging	19	Event	Objective_influence	Transitive_action
abhorred	Experiencer_focus	11	Experiencer_focus		
salting	Preserving	2	Event	Objective_influence	Transitive_action
generate	Creating	26	Event	Objective_influence	Transitive_action
connect	Relating_concepts	4	Cognitive_connection	Relating_concepts	
gambolled	Self_motion	6	Event	Motion	Self_motion
postponing	Change_event_time	4	Event	Objective_influence	Transitive_action
investigates	Research	1	Scrutiny	Research	
shrink	Self_motion	2	Event	Motion	Self_motion
whispering	Make_noise	2	Perception	Make_noise	
prevaricates	Prevarication	1	Event	Objective_influence	Transitive_action
torn	Damaging	4	Event	Objective_influence	Transitive_action
untied	Detaching	17	Event	Objective_influence	Transitive_action
twittering	Communication_noise	2	Event	Objective_influence	Transitive_action
scans	Scrutiny	2	Perception	Perception_active	Scrutiny
proved	Evidence	7	Evidence		
worked	Being_employed	20	Being_employed		
reproaches	Judgment_direct_address	3	Judgment_communication	Judgment_direct_address	
cawed	Make_noise	3	Perception	Make_noise	
quizzed	Questioning	16	Event	Objective_influence	Transitive_action
appeared	Coming_to_be	11	Event	Coming_to_be	
descended	Traversing	21	Event	Traversing	
fused	Cause_to_amalgamate	4	Event	Objective_influence	Transitive_action
proscribed	Prohibiting_or_licensing	2	Entity	Artifact	Law
palpated	Perception_active	3	Perception	Perception_active	
rented	Renting_out	15	Event	Eventive_affecting	Lose_possession
stopped	Process_pause	1	Event	Process_pause	
